Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
6.885,1.0,0.1408005,3.0,111.4228,2.0,1.0,1.0,1.0,2984.1156,23.0
8.460350408437822,0.0,0.047665717,8.0,42.177,5.0,1.0,2.0,3.0,1255.033,1.0
20.25,0.0,0.059268885,9.0,246.446,2.0,1.0,1.0,1.0,3695.19,23.0
15.3,1.0,0.084937098,3.0,214.0218,7.0,1.0,1.0,1.0,1068.609,18.0
9.21,0.0,0.008778413,6.0,122.4414,9.0,1.0,0.0,1.0,1583.9382,15.0
15.6,0.0,0.0,13.0,220.4798,3.0,1.0,2.0,2.0,661.1394,25.0
15.35,0.0,0.013834247,5.0,62.7168,9.0,1.0,0.0,1.0,958.752,15.0
12.15,1.0,0.132351411,6.0,190.3872,7.0,1.0,1.0,1.0,2836.308,18.0
11.027494280387922,0.0,0.082955719,9.0,164.0552,5.0,1.0,2.0,3.0,5523.4768,1.0
11.395,0.0,0.009893817,8.0,50.3034,9.0,1.0,0.0,1.0,972.068,15.0
17.1,0.0,0.0,6.0,111.9886,8.0,2.0,0.0,1.0,3002.0922,13.0
18.85,1.0,0.067940657,4.0,119.044,6.0,2.0,1.0,1.0,1198.44,20.0
19.6,0.0,0.094161662,9.0,251.9698,8.0,2.0,0.0,1.0,4566.0564,13.0
11.3,1.0,0.067107448,5.0,258.1962,2.0,1.0,1.0,1.0,4402.9354,23.0
12.625662524656217,0.0,0.018321361,5.0,255.3698,5.0,1.0,2.0,3.0,4819.7262,1.0
5.785,1.0,0.038756864,6.0,260.7252,8.0,2.0,0.0,1.0,6033.4796,13.0
5.82,1.0,0.077254736,6.0,257.633,1.0,0.0,2.0,1.0,1537.998,3.0
9.0,0.0,0.08630486,13.0,168.0816,3.0,1.0,2.0,2.0,2181.1608,25.0
10.743837085185849,1.0,0.128876537,13.0,139.1838,5.0,1.0,2.0,3.0,4916.933,1.0
7.895,1.0,0.061163967,2.0,59.2588,6.0,2.0,1.0,1.0,801.6232,20.0
13.8,0.0,0.058220302,4.0,247.4802,7.0,1.0,1.0,1.0,1474.0812,18.0
5.44,0.0,0.025519534,4.0,238.7538,9.0,1.0,0.0,1.0,3605.307,15.0
16.7,0.0,0.070133177,6.0,109.8912,1.0,0.0,2.0,1.0,873.5296,3.0
19.85,0.0,0.025947095,9.0,46.9376,1.0,0.0,2.0,1.0,575.2512,3.0
10.395,1.0,0.091688111,0.0,49.0008,2.0,2.0,1.0,1.0,860.2136,23.0
10.392686822353502,0.0,0.0,14.0,40.5138,4.0,2.0,0.0,0.0,40.6138,1.0
14.656489932779634,1.0,0.165101585,6.0,87.7882,4.0,2.0,0.0,0.0,515.3292,1.0
15.1,0.0,0.059417055,9.0,237.9248,9.0,1.0,0.0,1.0,2133.2232,15.0
20.5,0.0,0.036287517,6.0,121.2756,3.0,1.0,2.0,2.0,2181.1608,25.0
15.6,0.0,0.037764269,13.0,124.9704,7.0,1.0,1.0,1.0,2253.0672,18.0
16.75,1.0,0.024848788,14.0,39.9822,6.0,2.0,1.0,1.0,746.3618,20.0
10.85,0.0,0.162903525,13.0,104.9622,3.0,1.0,2.0,2.0,1482.0708,25.0
16.2,1.0,0.016747538,5.0,98.6726,2.0,1.0,1.0,1.0,1272.3438,23.0
7.72,1.0,0.147904328,6.0,116.6466,0.0,2.0,2.0,0.0,117.8466,14.0
13.661353515220819,0.0,0.079904068,13.0,120.044,5.0,1.0,2.0,3.0,4434.228,1.0
5.785,1.0,0.040325274,13.0,180.466,1.0,0.0,2.0,1.0,719.064,3.0
14.05382963623101,1.0,0.06302467,4.0,181.6318,5.0,1.0,2.0,3.0,1263.0226,1.0
15.2,0.0,0.021203509,3.0,216.3824,6.0,2.0,1.0,1.0,6114.7072,20.0
13.1,1.0,0.098765906,5.0,196.3768,6.0,2.0,1.0,1.0,2167.8448,20.0
6.32,0.0,0.012707362,10.0,41.0822,1.0,0.0,2.0,1.0,942.7728,3.0
17.85,0.0,0.04442649,13.0,124.902,1.0,0.0,2.0,1.0,1897.53,3.0
11.814305046824622,1.0,0.121712459,6.0,101.2016,5.0,1.0,2.0,3.0,2631.2416,1.0
13.85,0.0,0.030769458,14.0,141.7154,1.0,0.0,2.0,1.0,2978.1234,3.0
5.78,0.0,0.014614357,14.0,147.3102,3.0,1.0,2.0,2.0,2332.9632,25.0
11.600251144769445,1.0,0.076868664,5.0,62.1194,4.0,2.0,0.0,0.0,123.8388,1.0
6.885,1.0,0.140292495,3.0,108.5228,7.0,1.0,1.0,1.0,1989.4104,18.0
8.42,0.0,0.070555571,9.0,216.0192,6.0,2.0,1.0,1.0,2372.9112,20.0
7.63,0.0,0.061409711,14.0,94.6436,2.0,1.0,1.0,1.0,1607.2412,23.0
10.5,1.0,0.066555152,15.0,80.896,2.0,1.0,1.0,1.0,958.752,23.0
7.575,0.0,0.092711708,4.0,197.7768,0.0,2.0,2.0,0.0,197.0768,14.0
13.5,1.0,0.017844609,13.0,81.396,1.0,0.0,2.0,1.0,1198.44,3.0
12.15,0.0,0.025916883,15.0,120.244,7.0,1.0,1.0,1.0,2277.036,18.0
5.405,1.0,0.053611144,3.0,197.7742,6.0,2.0,1.0,1.0,796.2968,20.0
11.94782147743824,0.0,0.207783483,9.0,262.291,4.0,2.0,0.0,0.0,525.982,1.0
7.435,0.0,0.122837694,15.0,208.7638,8.0,2.0,0.0,1.0,3105.957,13.0
4.635,0.0,0.141174838,1.0,127.0994,7.0,1.0,1.0,1.0,2826.9868,18.0
8.96,1.0,0.069078149,6.0,197.7768,7.0,1.0,1.0,1.0,3153.2288,18.0
18.35,0.0,0.089345074,9.0,191.9504,3.0,1.0,2.0,2.0,5369.0112,25.0
11.65,1.0,0.058822142,0.0,173.5422,9.0,1.0,0.0,1.0,3448.844,15.0
10.5,0.0,0.071368699,5.0,121.3098,9.0,1.0,0.0,1.0,1446.1176,15.0
7.39,0.0,0.068055818,8.0,140.7812,3.0,1.0,2.0,2.0,1567.2932,25.0
11.310234672346956,1.0,0.150122794,10.0,154.5314,5.0,1.0,2.0,3.0,1396.1826,1.0
14.0,0.0,0.030094192,6.0,215.7192,8.0,2.0,0.0,1.0,1078.596,13.0
18.5,1.0,0.076097035,4.0,145.8102,0.0,2.0,2.0,0.0,291.6204,14.0
13.65,1.0,0.025973384,13.0,79.6302,7.0,1.0,1.0,1.0,554.6114,18.0
14.15,0.0,0.0,13.0,244.1828,7.0,2.0,1.0,1.0,731.0484,18.0
10.1,1.0,0.053887301,6.0,225.6088,2.0,1.0,1.0,1.0,4250.4672,23.0
10.1,0.0,0.024262772,3.0,117.615,3.0,1.0,2.0,2.0,1514.695,25.0
13.85,0.0,0.034624104,7.0,115.0492,9.0,1.0,0.0,1.0,4054.722,15.0
13.1,1.0,0.044281996,6.0,178.5318,7.0,1.0,1.0,1.0,3067.3406,18.0
18.75,0.0,0.052121825,8.0,104.828,9.0,1.0,0.0,1.0,2343.616,15.0
14.0,1.0,0.135662712,5.0,52.064,1.0,0.0,2.0,1.0,852.224,3.0
16.1,0.0,0.023613955,14.0,192.8846,9.0,1.0,0.0,1.0,5350.3688,15.0
15.55803567992981,0.0,0.082152451,3.0,179.9002,5.0,1.0,2.0,3.0,4119.3046,1.0
9.038871788034008,1.0,0.02363057,13.0,141.7154,4.0,2.0,0.0,0.0,425.4462,1.0
12.35,0.0,0.164274416,9.0,119.8124,7.0,1.0,1.0,1.0,2133.2232,18.0
20.7,1.0,0.047587685,4.0,215.0876,7.0,2.0,1.0,1.0,5145.3024,18.0
7.825,0.0,0.079952983,10.0,62.7826,3.0,1.0,2.0,2.0,1162.4868,25.0
16.408534116785397,0.0,0.024992442,9.0,53.6614,4.0,2.0,0.0,0.0,165.7842,1.0
12.1,0.0,0.115107028,0.0,222.0114,7.0,1.0,1.0,1.0,3547.3824,18.0
10.706059397033814,0.0,0.008604657,9.0,123.1756,5.0,1.0,2.0,3.0,1211.756,1.0
14.65,0.0,0.083528446,9.0,162.4552,7.0,1.0,1.0,1.0,2274.3728,18.0
13.354148443290217,1.0,0.036731658,10.0,177.237,5.0,1.0,2.0,3.0,4763.799,1.0
20.75,1.0,0.129337594,12.0,238.188,8.0,2.0,0.0,1.0,5033.448,13.0
11.15,0.0,0.0,11.0,65.0142,9.0,1.0,0.0,1.0,1120.5414,15.0
12.1,0.0,0.029827665,14.0,144.3444,9.0,1.0,0.0,1.0,2612.5992,15.0
11.6,1.0,0.157718931,2.0,168.3474,2.0,2.0,1.0,1.0,4548.0798,23.0
17.6,0.0,0.008046275,4.0,173.7422,2.0,1.0,1.0,1.0,5863.0348,23.0
15.141256475923836,0.0,0.068753558,9.0,127.9678,4.0,2.0,0.0,0.0,254.3356,1.0
13.58341848557767,0.0,0.013199737,3.0,108.9254,5.0,1.0,2.0,3.0,2713.135,1.0
10.65,0.0,0.023971463,6.0,54.0272,8.0,2.0,0.0,1.0,447.4176,13.0
18.35,1.0,0.09468096,6.0,86.2882,3.0,1.0,2.0,2.0,1631.8758,25.0
7.35,1.0,0.014394261,6.0,241.3512,7.0,1.0,1.0,1.0,5331.7264,18.0
18.2,0.0,0.049396364,6.0,146.4734,9.0,1.0,0.0,1.0,3563.3616,15.0
8.39,1.0,0.024243294,5.0,116.0176,9.0,1.0,0.0,1.0,1603.2464,15.0
14.3,0.0,0.122469209,4.0,121.973,1.0,0.0,2.0,1.0,2709.806,3.0
10.195,1.0,0.017730951,15.0,239.8538,2.0,1.0,1.0,1.0,4086.0146,23.0
14.15,0.0,0.035016754,13.0,245.3828,3.0,1.0,2.0,2.0,1705.7796,25.0
16.2,0.0,0.019417732,14.0,153.7972,7.0,1.0,1.0,1.0,1402.1748,18.0
9.909171492706898,0.0,0.066358426,9.0,195.2478,5.0,1.0,2.0,3.0,7168.6686,1.0
12.65,0.0,0.105265475,14.0,159.9578,0.0,1.0,2.0,0.0,962.7468,14.0
10.020780170590774,0.0,0.038736754,14.0,37.319,5.0,1.0,2.0,3.0,1281.665,1.0
10.895,0.0,0.044991876,5.0,107.228,0.0,2.0,2.0,0.0,426.112,14.0
5.735,0.0,0.05696122,6.0,176.337,8.0,2.0,0.0,1.0,1764.37,13.0
17.85,0.0,0.147255604,1.0,93.7436,2.0,1.0,1.0,1.0,1701.7848,23.0
5.82,1.0,0.077319079,6.0,255.433,8.0,2.0,0.0,1.0,4357.661,13.0
10.0,0.0,0.089135671,8.0,146.9102,6.0,2.0,1.0,1.0,3207.8244,20.0
17.6,1.0,0.041373331,13.0,38.119,6.0,2.0,1.0,1.0,732.38,20.0
13.754553469878893,0.0,0.04403602,7.0,173.308,5.0,1.0,2.0,3.0,6751.212,1.0
10.1,0.0,0.027041859,10.0,77.567,1.0,0.0,2.0,1.0,306.268,3.0
16.050171553973076,1.0,0.056782237,6.0,241.2512,5.0,1.0,2.0,3.0,8239.9408,1.0
17.6,1.0,0.03922186,13.0,97.241,8.0,2.0,0.0,1.0,193.082,13.0
8.645,0.0,0.021581922,3.0,53.3982,6.0,2.0,1.0,1.0,1209.7586,20.0
19.5,0.0,0.128206001,1.0,155.9314,8.0,2.0,0.0,1.0,3878.285,13.0
7.68,0.0,0.071301323,6.0,190.8162,2.0,1.0,1.0,1.0,2693.8268,23.0
15.7,0.0,0.030765898,7.0,43.277,7.0,1.0,1.0,1.0,649.155,18.0
5.405,1.0,0.053730029,3.0,199.0742,7.0,1.0,1.0,1.0,4777.7808,18.0
20.85,1.0,0.062350672,0.0,86.9514,7.0,2.0,1.0,1.0,1416.8224,18.0
7.39,0.0,0.068163102,8.0,140.4812,2.0,1.0,1.0,1.0,2422.1804,23.0
6.465,0.0,0.0,3.0,263.1884,3.0,1.0,2.0,2.0,2914.8724,25.0
18.25,0.0,0.015309885,13.0,197.6084,7.0,1.0,1.0,1.0,2380.9008,18.0
16.911576349877922,1.0,0.106538757,4.0,222.3772,5.0,1.0,2.0,3.0,1556.6404,1.0
14.879147031949357,0.0,0.061999648,0.0,230.001,4.0,2.0,0.0,0.0,689.103,1.0
10.195,0.0,0.051618281,1.0,31.9558,1.0,0.0,2.0,1.0,373.5138,3.0
15.1,0.0,0.076505799,0.0,91.583,2.0,1.0,1.0,1.0,539.298,23.0
13.65,1.0,0.013091186,6.0,114.8834,3.0,1.0,2.0,2.0,1612.5676,25.0
12.778690308313315,0.0,0.022074764,13.0,141.418,4.0,2.0,0.0,0.0,559.272,1.0
13.025433990355634,0.0,0.079146113,5.0,181.466,4.0,2.0,0.0,0.0,179.766,1.0
5.985,0.0,0.096337184,5.0,125.2678,2.0,1.0,1.0,1.0,763.0068,23.0
9.5,0.0,0.142425145,7.0,189.9872,0.0,2.0,2.0,0.0,756.3488,14.0
11.15,0.0,0.0,4.0,44.7744,7.0,1.0,1.0,1.0,181.0976,18.0
15.146563688717885,0.0,0.041663111,8.0,188.6214,5.0,1.0,2.0,3.0,6029.4848,1.0
18.0,0.0,0.019386234,8.0,126.8994,8.0,2.0,0.0,1.0,3083.9856,13.0
17.078697552959685,0.0,0.135226962,8.0,56.293,4.0,2.0,0.0,0.0,113.186,1.0
16.2,0.0,0.0,14.0,73.4696,1.0,0.0,2.0,1.0,2087.9488,3.0
13.15,0.0,0.036729122,5.0,179.7976,9.0,1.0,0.0,1.0,2535.3664,15.0
20.6,0.0,0.045380404,8.0,148.4392,1.0,0.0,2.0,1.0,1789.6704,3.0
11.395,1.0,0.069587171,10.0,234.6616,8.0,2.0,0.0,1.0,4687.232,13.0
6.78,1.0,0.08573655,6.0,229.5694,1.0,0.0,2.0,1.0,3425.541,3.0
8.84,1.0,0.076681143,5.0,110.7228,9.0,1.0,0.0,1.0,1657.842,15.0
16.7,0.0,0.102055777,3.0,184.0292,8.0,2.0,0.0,1.0,3101.2964,13.0
13.3,1.0,0.071856726,6.0,63.2536,2.0,2.0,1.0,1.0,1347.5792,23.0
12.6,1.0,0.063054947,5.0,102.399,2.0,1.0,1.0,1.0,2270.378,23.0
7.6,1.0,0.142383847,15.0,172.3448,6.0,2.0,1.0,1.0,2556.672,20.0
12.6,1.0,0.03150851,0.0,170.5764,1.0,0.0,2.0,1.0,3779.0808,3.0
6.67,1.0,0.123620492,13.0,90.0514,9.0,1.0,0.0,1.0,1505.3738,15.0
10.695,0.0,0.06375108,9.0,36.7848,6.0,2.0,1.0,1.0,782.9808,20.0
8.254776985559511,0.0,0.04461205,4.0,241.1538,4.0,2.0,0.0,0.0,480.7076,1.0
16.6,0.0,0.122204371,6.0,173.5738,6.0,2.0,1.0,1.0,1911.5118,20.0
10.0,1.0,0.037764307,13.0,127.2994,8.0,2.0,0.0,1.0,642.497,13.0
19.1,0.0,0.092437711,11.0,185.2608,2.0,2.0,1.0,1.0,1470.0864,23.0
17.6,0.0,0.137807013,8.0,161.792,0.0,2.0,2.0,0.0,159.792,14.0
19.5,1.0,0.077292302,14.0,235.3958,9.0,1.0,0.0,1.0,6309.7866,15.0
10.1,1.0,0.045763062,13.0,38.4848,9.0,1.0,0.0,1.0,633.8416,15.0
8.6,0.0,0.090558833,9.0,112.6176,3.0,1.0,2.0,2.0,3091.9752,25.0
19.7,0.0,0.041703666,5.0,109.1912,1.0,0.0,2.0,1.0,1637.868,3.0
15.35,0.0,0.014098693,5.0,37.219,2.0,2.0,1.0,1.0,805.618,23.0
5.26,1.0,0.042008667,0.0,162.6868,2.0,2.0,1.0,1.0,3767.0964,23.0
9.8,0.0,0.106933748,6.0,175.337,7.0,1.0,1.0,1.0,529.311,18.0
16.5,0.0,0.012663476,8.0,39.3506,7.0,1.0,1.0,1.0,645.1602,18.0
10.5,0.0,0.041387618,6.0,40.1164,6.0,2.0,1.0,1.0,849.5608,20.0
13.1,0.0,0.012148836,11.0,191.353,3.0,1.0,2.0,2.0,1328.271,25.0
9.364351108626645,1.0,0.005935001,13.0,98.8358,5.0,1.0,2.0,3.0,2010.716,1.0
9.3,1.0,0.014047825,13.0,196.5084,7.0,1.0,1.0,1.0,4364.9848,18.0
14.3,0.0,0.026375082,5.0,79.6302,7.0,1.0,1.0,1.0,792.302,18.0
11.235897301234763,0.0,0.0,6.0,55.7298,5.0,1.0,2.0,3.0,2804.3496,1.0
10.8,0.0,0.052174319,14.0,240.3564,7.0,1.0,1.0,1.0,4290.4152,18.0
9.295187898046546,1.0,0.0,0.0,38.1848,4.0,2.0,0.0,0.0,37.2848,1.0
12.85,0.0,0.137786856,13.0,157.763,3.0,1.0,2.0,2.0,2659.871,25.0
6.78,0.0,0.066608487,6.0,184.624,6.0,2.0,1.0,1.0,5406.296,20.0
9.195,1.0,0.064002068,5.0,85.5566,6.0,2.0,1.0,1.0,930.1226,20.0
7.905,0.0,0.06406438,7.0,229.2694,8.0,2.0,0.0,1.0,1826.9552,13.0
17.6,0.0,0.049345425,13.0,115.4176,2.0,1.0,1.0,1.0,1145.176,23.0
15.7,1.0,0.11521312,3.0,112.0202,2.0,2.0,1.0,1.0,3150.5656,23.0
15.264285878280164,1.0,0.0,5.0,83.7566,4.0,2.0,0.0,0.0,253.6698,1.0
19.2,0.0,0.099991245,5.0,112.7886,1.0,0.0,2.0,1.0,1779.0176,3.0
7.405,0.0,0.015334003,3.0,92.7146,3.0,1.0,2.0,2.0,1185.7898,25.0
19.5,1.0,0.129170642,14.0,233.9958,0.0,2.0,2.0,0.0,467.3916,14.0
9.195,1.0,0.051908824,0.0,78.1644,2.0,1.0,1.0,1.0,1414.1592,23.0
11.65,0.0,0.131770922,0.0,151.1024,7.0,1.0,1.0,1.0,1518.024,18.0
21.1,0.0,0.028984804,9.0,146.1786,1.0,0.0,2.0,1.0,3034.0506,3.0
8.695,0.0,0.120211747,9.0,93.2094,2.0,1.0,1.0,1.0,666.4658,23.0
7.27,1.0,0.02076385,3.0,89.0488,1.0,0.0,2.0,1.0,181.0976,3.0
8.85,0.0,0.016006626,9.0,105.6964,1.0,0.0,2.0,1.0,210.3928,3.0
18.6,0.0,0.015766712,13.0,152.9366,6.0,2.0,1.0,1.0,1662.5026,20.0
18.984626449593275,0.0,0.024536199,9.0,144.6102,5.0,1.0,2.0,3.0,3791.0652,1.0
9.1,1.0,0.008046878,5.0,78.7618,9.0,1.0,0.0,1.0,402.809,15.0
7.975,0.0,0.014653896,0.0,82.425,9.0,1.0,0.0,1.0,749.025,15.0
10.0,0.0,0.073794811,8.0,121.444,2.0,2.0,1.0,1.0,2516.724,23.0
6.865,0.0,0.056830682,13.0,214.0218,8.0,2.0,0.0,1.0,5556.7668,13.0
16.7,1.0,0.054618573,15.0,65.5168,6.0,2.0,1.0,1.0,1022.6688,20.0
7.285,0.0,0.052141447,9.0,174.9054,0.0,2.0,2.0,0.0,525.3162,14.0
8.43,0.0,0.017360867,14.0,196.2768,7.0,1.0,1.0,1.0,1576.6144,18.0
20.2,1.0,0.196438668,0.0,194.611,0.0,2.0,2.0,0.0,392.822,14.0
8.75,1.0,0.074743226,6.0,187.6556,9.0,1.0,0.0,1.0,5257.1568,15.0
12.075304627712343,0.0,0.127792701,6.0,111.1886,5.0,1.0,2.0,3.0,4447.544,1.0
14.261119834188973,0.0,0.024358634,8.0,190.4214,5.0,1.0,2.0,3.0,5652.642,1.0
9.695,0.0,0.070431235,7.0,177.5344,6.0,2.0,1.0,1.0,3033.3848,20.0
7.75,1.0,0.082930699,5.0,35.2558,8.0,2.0,0.0,1.0,780.9834,13.0
19.75,0.0,0.041330512,6.0,115.8466,1.0,0.0,2.0,1.0,2474.7786,3.0
9.8,1.0,0.235354055,0.0,50.8008,0.0,2.0,2.0,0.0,101.2016,14.0
11.8,1.0,0.057746382,10.0,152.4366,2.0,1.0,1.0,1.0,3929.5516,23.0
9.8,1.0,0.045337184,0.0,36.8874,9.0,1.0,0.0,1.0,564.5984,15.0
7.42,0.0,0.020374875,13.0,248.0092,1.0,0.0,2.0,1.0,1245.046,3.0
20.75,0.0,0.035568147,14.0,151.8024,0.0,2.0,2.0,0.0,151.8024,14.0
12.6,1.0,0.062797771,5.0,103.999,9.0,1.0,0.0,1.0,825.592,15.0
19.75,1.0,0.018096488,5.0,179.566,3.0,1.0,2.0,2.0,2696.49,25.0
10.895,1.0,0.009613854,4.0,122.973,1.0,0.0,2.0,1.0,1231.73,3.0
16.6,0.0,0.026645307,5.0,53.5614,3.0,1.0,2.0,2.0,939.4438,25.0
6.765,1.0,0.087753682,5.0,105.3306,2.0,1.0,1.0,1.0,2090.612,23.0
13.1,0.0,0.037657459,6.0,175.8054,7.0,2.0,1.0,1.0,2801.6864,18.0
13.923259493900165,0.0,0.041091215,9.0,89.5514,5.0,1.0,2.0,3.0,3364.9532,1.0
6.155,1.0,0.095195306,10.0,213.956,2.0,1.0,1.0,1.0,2343.616,23.0
10.65,0.0,0.048686689,11.0,164.1526,8.0,2.0,0.0,1.0,1808.9786,13.0
14.371348331281865,0.0,0.117091213,13.0,197.9084,4.0,2.0,0.0,0.0,992.042,1.0
20.25,1.0,0.022940826,0.0,241.8538,8.0,2.0,0.0,1.0,5768.4912,13.0
20.5,0.0,0.119339241,0.0,106.0596,6.0,2.0,1.0,1.0,970.7364,20.0
11.8,1.0,0.014075334,5.0,176.8344,1.0,0.0,2.0,1.0,3568.688,3.0
15.0,0.0,0.046336634,1.0,120.0414,1.0,0.0,2.0,1.0,3533.4006,3.0
13.15,0.0,0.036641589,5.0,180.7976,1.0,0.0,2.0,1.0,6157.3184,3.0
15.5,1.0,0.101176316,6.0,198.9768,3.0,1.0,2.0,2.0,4729.8432,25.0
10.67860377179482,0.0,0.035737373,6.0,260.6278,5.0,1.0,2.0,3.0,9371.8008,1.0
11.6,1.0,0.079376029,5.0,81.7276,2.0,2.0,1.0,1.0,1949.4624,23.0
14.35,1.0,0.091054989,5.0,231.8984,9.0,1.0,0.0,1.0,4633.968,15.0
13.15,0.0,0.043852434,13.0,182.695,7.0,1.0,1.0,1.0,4211.185,18.0
10.895,1.0,0.009620042,4.0,121.673,6.0,2.0,1.0,1.0,1970.768,20.0
10.1,0.0,0.054939848,8.0,199.5084,2.0,1.0,1.0,1.0,3372.9428,23.0
18.7,0.0,0.014675574,14.0,50.8324,2.0,1.0,1.0,1.0,934.7832,23.0
12.15,0.0,0.14526636,8.0,224.0404,9.0,1.0,0.0,1.0,3375.606,15.0
10.195,1.0,0.146662938,5.0,138.6838,8.0,2.0,0.0,1.0,2388.2246,13.0
8.575,1.0,0.071786706,4.0,193.3794,1.0,0.0,2.0,1.0,780.3176,3.0
16.5,1.0,0.133424184,6.0,102.2332,0.0,2.0,2.0,0.0,102.5332,14.0
9.065,0.0,0.115799592,5.0,95.3094,3.0,1.0,2.0,2.0,1713.7692,25.0
16.6,0.0,0.027579198,9.0,178.7344,8.0,2.0,0.0,1.0,1605.9096,13.0
11.6,1.0,0.241055611,4.0,238.5222,0.0,2.0,2.0,0.0,717.0666,14.0
19.5,0.0,0.014332439,9.0,57.1614,3.0,1.0,2.0,2.0,1381.535,25.0
16.6,0.0,0.027133398,8.0,106.2596,0.0,2.0,2.0,0.0,215.7192,14.0
11.85,0.0,0.132876847,4.0,98.0726,9.0,1.0,0.0,1.0,1076.5986,15.0
12.85,0.0,0.03315162,13.0,170.6422,1.0,0.0,2.0,1.0,2931.5174,3.0
9.0,0.0,0.019536981,9.0,170.0474,9.0,1.0,0.0,1.0,4211.185,15.0
5.655,0.0,0.085258864,6.0,165.85,6.0,2.0,1.0,1.0,1830.95,20.0
8.93,0.0,0.013179388,9.0,55.1614,8.0,2.0,0.0,1.0,939.4438,13.0
15.2,0.0,0.033592687,9.0,108.1912,6.0,2.0,1.0,1.0,1856.2504,20.0
7.655,0.0,0.05346916,3.0,114.1492,0.0,2.0,2.0,0.0,115.8492,14.0
11.419132876853528,0.0,0.126831854,3.0,209.027,5.0,1.0,2.0,3.0,4613.994,1.0
15.5,0.0,0.103603094,13.0,143.547,9.0,1.0,0.0,1.0,1431.47,15.0
18.7,0.0,0.104840884,5.0,122.1072,9.0,1.0,0.0,1.0,490.0288,15.0
9.5,0.0,0.042056944,14.0,31.89,3.0,1.0,2.0,2.0,366.19,25.0
13.65,0.0,0.040049609,5.0,34.4558,2.0,2.0,1.0,1.0,611.2044,23.0
19.5,1.0,0.03075661,3.0,86.254,7.0,2.0,1.0,1.0,2163.85,18.0
8.71,0.0,0.0,3.0,46.5376,1.0,0.0,2.0,1.0,575.2512,3.0
11.614284666771262,1.0,0.03941584,4.0,247.8092,4.0,2.0,0.0,0.0,498.0184,1.0
19.6,0.0,0.024363939,4.0,46.3718,2.0,2.0,1.0,1.0,661.8052,23.0
12.081430745971216,1.0,0.131443921,6.0,189.1872,5.0,1.0,2.0,3.0,5294.4416,1.0
11.8,0.0,0.058725131,8.0,82.3618,6.0,2.0,1.0,1.0,1208.427,20.0
6.715,1.0,0.122274118,0.0,40.3454,2.0,1.0,1.0,1.0,838.908,23.0
19.1,0.0,0.067239404,9.0,39.6796,1.0,0.0,2.0,1.0,660.4736,3.0
20.7,0.0,0.021464454,0.0,156.6288,9.0,1.0,0.0,1.0,3928.22,15.0
10.195,0.0,0.112681821,7.0,113.986,3.0,1.0,2.0,2.0,452.744,25.0
20.2,1.0,0.039469737,2.0,155.163,2.0,1.0,1.0,1.0,782.315,23.0
10.8,0.0,0.061101383,14.0,151.9024,8.0,2.0,0.0,1.0,2580.6408,13.0
19.75,0.0,0.014359584,9.0,100.8332,3.0,1.0,2.0,2.0,1537.998,25.0
19.35,0.0,0.016637301,5.0,120.9098,9.0,1.0,0.0,1.0,1687.1372,15.0
7.405,0.0,0.159843921,4.0,206.6296,3.0,1.0,2.0,2.0,3115.944,25.0
15.25,0.0,0.061308889,9.0,128.8968,7.0,1.0,1.0,1.0,2348.9424,18.0
10.362257375874012,0.0,0.055566935,9.0,263.591,4.0,2.0,0.0,0.0,262.991,1.0
8.895,0.0,0.026397141,5.0,207.8954,7.0,1.0,1.0,1.0,3542.7218,18.0
18.75,0.0,0.034307348,9.0,215.2218,8.0,2.0,0.0,1.0,4701.8796,13.0
20.1,0.0,0.074627201,4.0,110.3228,8.0,2.0,0.0,1.0,1768.3648,13.0
12.35,0.0,0.041973712,8.0,35.7216,2.0,2.0,1.0,1.0,519.324,23.0
16.85,1.0,0.080015028,13.0,111.8544,3.0,1.0,2.0,2.0,1677.816,25.0
18.25,0.0,0.10084386,15.0,166.3526,0.0,2.0,2.0,0.0,164.4526,14.0
17.0,0.0,0.055519561,4.0,219.8114,9.0,1.0,0.0,1.0,1108.557,15.0
11.530187665724545,1.0,0.012203915,13.0,133.2284,5.0,1.0,2.0,3.0,4350.3372,1.0
14.3,0.0,0.130946374,0.0,76.7328,3.0,1.0,2.0,2.0,1312.9576,25.0
17.6,1.0,0.041381156,13.0,35.019,8.0,2.0,0.0,1.0,659.142,13.0
12.371055822205578,1.0,0.04586701,5.0,37.9506,5.0,1.0,2.0,3.0,910.8144,1.0
20.25,0.0,0.036474041,4.0,218.3482,3.0,1.0,2.0,2.0,2409.5302,25.0
18.0,0.0,0.039231652,13.0,145.1418,2.0,1.0,1.0,1.0,2648.5524,23.0
16.35,0.0,0.013393537,11.0,106.028,7.0,1.0,1.0,1.0,1065.28,18.0
14.0,1.0,0.031444357,3.0,53.764,2.0,1.0,1.0,1.0,798.96,23.0
5.78,0.0,0.014555066,14.0,145.2102,8.0,2.0,0.0,1.0,3062.0142,13.0
21.0,0.0,0.082526478,13.0,191.8478,0.0,2.0,2.0,0.0,774.9912,14.0
13.65,1.0,0.080765853,5.0,262.8936,9.0,1.0,0.0,1.0,4958.8784,15.0
12.3,1.0,0.17797002,6.0,173.1396,0.0,0.0,2.0,0.0,697.7584,14.0
